1.0000000000e-03 0.000827% 3.2673802091e-02 6.5348144853e-02 5.4067145756e-07 6.6451311445e-03 0.002151% 2.2652815536e-01 4.5306605549e-01 9.7447650842e-06 2.2471824363e-02 -0.016308% 5.7537779005e-01 1.1505679488e+00 -1.8763132966e-04 8.3644134249e-01 7.7194690813e-01 7.7195895925e-01 6.6473046647e-01 6.6474490494e-01 6.6478837461e-01 5.0360761625e-01 5.0355928285e-01 5.0341405649e-01 5.0317125519e-01 1229 4 110
1.0964781961e-03 0.000865% 3.5827617306e-02 7.1655854193e-02 6.1958058184e-07 7.2884828172e-03 0.002238% 2.4831669363e-01 4.9664450207e-01 1.1114813313e-05 2.4632056451e-02 -0.017064% 6.3032076911e-01 1.2604264613e+00 -2.1507691950e-04 8.3642284742e-01 7.7193509193e-01 7.7194767983e-01 6.6469674324e-01 6.6471173650e-01 6.6475688356e-01 5.0364676522e-01 5.0359636559e-01 5.0344492088e-01 5.0319168974e-01 760 2 68
1.2022644346e-03 0.000904% 3.9285824220e-02 7.8572358392e-02 7.0995220483e-07 7.9942281572e-03 0.002328% 2.7219311818e-01 5.4439891060e-01 1.2674248263e-05 2.6999567030e-02 -0.017857% 6.9044459479e-01 1.3806426468e+00 -2.4654283158e-04 8.3640351977e-01 7.7192273599e-01 7.7193588297e-01 6.6466153016e-01 6.6467709322e-01 6.6472396370e-01 5.0368761631e-01 5.0363507230e-01 5.0347717321e-01 5.0321311349e-01 827 2 72
1.3182567386e-03 0.000944% 4.3077785363e-02 8.6156384170e-02 8.1344320194e-07 8.7684329659e-03 0.002421% 2.9835586834e-01 5.9672618523e-01 1.4448558693e-05 2.9594189885e-02 -0.018690% 7.5622431657e-01 1.5121660128e+00 -2.8262038771e-04 8.3638332500e-01 7.7190981658e-01 7.7192354569e-01 6.6462476862e-01 6.6464091611e-01 6.6468955502e-01 5.0373023432e-01 5.0367546595e-01 5.0351087086e-01 5.0323557409e-01 749 2 68
1.4454397707e-03 0.000986% 4.7235691590e-02 9.4472315126e-02 9.3194719153e-07 9.6177550258e-03 0.002518% 3.2702190928e-01 6.5406028522e-01 1.6466648243e-05 3.2437648586e-02 -0.019564% 8.2817580638e-01 1.6560276233e+00 -3.2398949990e-04 8.3636222646e-01 7.7189630897e-01 7.7191064408e-01 6.6458639609e-01 6.6460314230e-01 6.6465359364e-01 5.0377468783e-01 5.0371761324e-01 5.0354607472e-01 5.0325912235e-01 769 2 72
1.5848931925e-03 0.001031% 5.1794832943e-02 1.0359073351e-01 1.0676293783e-06 1.0549501933e-02 0.002617% 3.5842838966e-01 7.1687554052e-01 1.8761192308e-05 3.5553735661e-02 -0.020483% 9.0685869337e-01 1.8133459551e+00 -3.7143164917e-04 8.3634018610e-01 7.7188218744e-01 7.7189715317e-01 6.6454634781e-01 6.6456370659e-01 6.6461601310e-01 5.0382104756e-01 5.0376158304e-01 5.0358284800e-01 5.0328381165e-01 815 2 72
1.7378008287e-03 0.001077% 5.6793895561e-02 1.1358901409e-01 1.2229651916e-06 1.1571694779e-02 0.002720% 3.9283443489e-01 7.8569023887e-01 2.1369094892e-05 3.8968508491e-02 -0.021450% 9.9287939683e-01 1.9853329484e+00 -4.2584524010e-04 8.3631716454e-01 7.7186742526e-01 7.7188304702e-01 6.6450455715e-01 6.6452254180e-01 6.6457674464e-01 5.0386938599e-01 5.0380744608e-01 5.0362125606e-01 5.0330969793e-01 771 2 68
1.9054607180e-03 0.001125% 6.2275286824e-02 1.2455197443e-01 1.4007845488e-06 1.2693138174e-02 0.002826% 4.3052308281e-01 8.6107049765e-01 2.4332016908e-05 4.2710503467e-02 -0.022466% 1.0868942270e+00 2.1733001905e+00 -4.8826351466e-04 8.3629312102e-01 7.7185199464e-01 7.7186829864e-01 6.6446095544e-01 6.6447957857e-01 6.6453571694e-01 5.0391977754e-01 5.0385527511e-01 5.0366136655e-01 5.0333683987e-01 739 2 64
2.0892961309e-03 0.001175% 6.8285494275e-02 1.3657259287e-01 1.6043162772e-06 1.3923498665e-02 0.002935% 4.7180338424e-01 9.4363446596e-01 2.7697487722e-05 4.6810968593e-02 -0.023538% 1.1896125842e+00 2.3786652895e+00 -5.5987897497e-04 8.3626801028e-01 7.7183586651e-01 7.7185287970e-01 6.6441546459e-01 6.6443473839e-01 6.6449285027e-01 5.0397230551e-01 5.0390515147e-01 5.0370325470e-01 5.0336530203e-01 1026 3 96
2.2908676528e-03 0.001227% 7.4875463551e-02 1.4975276437e-01 1.8372674368e-06 1.5273383607e-02 0.003048% 5.1701258569e-01 1.0340566889e+00 3.1517564312e-05 5.1304126025e-02 -0.024666% 1.3017998160e+00 2.6029575788e+00 -6.4205306204e-04 8.3624179449e-01 7.7181901132e-01 7.7183676152e-01 6.6436802555e-01 6.6438796059e-01 6.6444807917e-01 5.0402703475e-01 5.0395713943e-01 5.0374698293e-01 5.0339514330e-01 966 3 96
